ts_ms,kind,op_id,trait,latency_ms,status,fuel_left,fuel_total,mem_pages_used,mem_pages_limit,ok_count_moving,rss_kb
1787496838930,normal,softmax_256,normal,1.290,ok,inf,2000000,1,1,2,31079
1787496838931,normal,sha_64B_em,normal,0.628,ok,inf,2000000,1,1,3,31077
1787496838932,oversize,sort_64k,pages_over_limit,19.426,memory_trap,inf,2000000,4,1,0,31080
1787496838933,oversize,mmul_16k,pages_over_limit,26.391,memory_trap,inf,2000000,2,1,0,31085
1787496838934,normal,softmax_256,normal,1.218,ok,inf,2000000,1,1,1,31084
1787496838935,normal,sha_64B_em,normal,0.687,ok,inf,2000000,1,1,2,31086
1787496838936,normal,grep_8k,normal,0.342,memory_trap,inf,2000000,2,1,0,31082
1787496838937,oversize,conv3x3_4k,pages_over_limit,17.790,memory_trap,inf,2000000,3,1,0,31081
1787496838938,normal,softmax_256,normal,0.662,ok,inf,2000000,1,1,1,31080
1787496838939,oversize,mmul_16k,pages_over_limit,25.544,memory_trap,inf,2000000,2,1,0,31084
1787496838940,normal,grep_8k,normal,0.757,memory_trap,inf,2000000,2,1,0,31089
1787496838941,oversize,sort_64k,pages_over_limit,25.254,memory_trap,inf,2000000,4,1,0,31086
1787496838942,normal,softmax_256,normal,1.472,ok,inf,2000000,1,1,1,31084
1787496838943,normal,sha_64B_em,normal,0.825,ok,inf,2000000,1,1,2,31082
1787496838944,oversize,sort_64k,pages_over_limit,12.617,memory_trap,inf,2000000,4,1,0,31084
1787496838945,normal,mul2_256,normal,0.518,ok,inf,2000000,1,1,1,31080
1787496838946,normal,softmax_256,normal,0.010,ok,inf,2000000,1,1,2,31081
1787496838947,normal,sha_64B_em,normal,0.218,ok,inf,2000000,1,1,3,31079
1787496838948,normal,grep_8k,normal,0.468,memory_trap,inf,2000000,2,1,0,31081
1787496838949,normal,mul2_256,normal,0.699,ok,inf,2000000,1,1,1,31086
1787496838950,normal,softmax_256,normal,1.181,ok,inf,2000000,1,1,2,31083
1787496838951,oversize,mmul_16k,pages_over_limit,19.685,memory_trap,inf,2000000,2,1,0,31083
1787496838952,normal,grep_8k,normal,0.598,memory_trap,inf,2000000,2,1,0,31079
1787496838953,normal,mul2_256,normal,0.131,ok,inf,2000000,1,1,1,31083
1787496838954,normal,softmax_256,normal,1.398,ok,inf,2000000,1,1,2,31087
1787496838955,normal,sha_64B_em,normal,0.483,ok,inf,2000000,1,1,3,31091
1787496838956,normal,grep_8k,normal,0.914,memory_trap,inf,2000000,2,1,0,31094
1787496838957,normal,mul2_256,normal,0.113,ok,inf,2000000,1,1,1,31098
1787496838958,normal,softmax_256,normal,1.037,ok,inf,2000000,1,1,2,31098
1787496838959,normal,sha_64B_em,normal,0.214,ok,inf,2000000,1,1,3,31094
1787496838960,normal,grep_8k,normal,0.196,memory_trap,inf,2000000,2,1,0,31095
1787496838961,oversize,conv3x3_4k,pages_over_limit,17.205,memory_trap,inf,2000000,3,1,0,31095
1787496838962,normal,softmax_256,normal,0.908,ok,inf,2000000,1,1,1,31092
1787496838963,oversize,mmul_16k,pages_over_limit,23.374,memory_trap,inf,2000000,2,1,0,31089
1787496838964,normal,grep_8k,normal,0.524,memory_trap,inf,2000000,2,1,0,31086
1787496838965,oversize,sort_64k,pages_over_limit,27.884,memory_trap,inf,2000000,4,1,0,31089
1787496838966,normal,softmax_256,normal,0.977,ok,inf,2000000,1,1,1,31090
1787496838967,normal,sha_64B_em,normal,0.334,ok,inf,2000000,1,1,2,31092
1787496838968,normal,grep_8k,normal,0.840,memory_trap,inf,2000000,2,1,0,31092
1787496838969,oversize,mmul_16k,pages_over_limit,13.117,memory_trap,inf,2000000,2,1,0,31097
1787496838970,normal,softmax_256,normal,1.234,ok,inf,2000000,1,1,1,31093
1787496838971,normal,sha_64B_em,normal,1.033,ok,inf,2000000,1,1,2,31094
1787496838972,oversize,mmul_16k,pages_over_limit,22.945,memory_trap,inf,2000000,2,1,0,31098
1787496838973,oversize,conv3x3_4k,pages_over_limit,24.380,memory_trap,inf,2000000,3,1,0,31094
1787496838974,oversize,sort_64k,pages_over_limit,24.764,memory_trap,inf,2000000,4,1,0,31097
1787496838975,normal,sha_64B_em,normal,1.446,ok,inf,2000000,1,1,1,31094
1787496838976,oversize,conv3x3_4k,pages_over_limit,11.071,memory_trap,inf,2000000,3,1,0,31096
1787496838977,normal,mul2_256,normal,1.201,ok,inf,2000000,1,1,1,31101
1787496838978,normal,softmax_256,normal,1.397,ok,inf,2000000,1,1,2,31097
1787496838979,oversize,conv3x3_4k,pages_over_limit,13.889,memory_trap,inf,2000000,3,1,0,31099
1787496838980,normal,grep_8k,normal,0.917,memory_trap,inf,2000000,2,1,0,31098
1787496838981,normal,mul2_256,normal,0.821,ok,inf,2000000,1,1,1,31100
1787496838982,normal,softmax_256,normal,1.078,ok,inf,2000000,1,1,2,31101
1787496838983,normal,sha_64B_em,normal,0.455,ok,inf,2000000,1,1,3,31098
1787496838984,normal,grep_8k,normal,0.573,memory_trap,inf,2000000,2,1,0,31100
1787496838985,oversize,conv3x3_4k,pages_over_limit,21.585,memory_trap,inf,2000000,3,1,0,31104
1787496838986,oversize,sort_64k,pages_over_limit,26.797,memory_trap,inf,2000000,4,1,0,31102
1787496838987,oversize,mmul_16k,pages_over_limit,18.217,memory_trap,inf,2000000,2,1,0,31099
1787496838988,normal,grep_8k,normal,1.108,memory_trap,inf,2000000,2,1,0,31097
1787496838989,normal,mul2_256,normal,1.420,ok,inf,2000000,1,1,1,31096
1787496838990,normal,softmax_256,normal,0.995,ok,inf,2000000,1,1,2,31099
1787496838991,normal,sha_64B_em,normal,0.017,ok,inf,2000000,1,1,3,31096
1787496838992,oversize,sort_64k,pages_over_limit,17.788,memory_trap,inf,2000000,4,1,0,31097
1787496838993,normal,mul2_256,normal,1.214,ok,inf,2000000,1,1,1,31097
1787496838994,oversize,conv3x3_4k,pages_over_limit,25.181,memory_trap,inf,2000000,3,1,0,31098
1787496838995,normal,sha_64B_em,normal,0.758,ok,inf,2000000,1,1,1,31094
1787496838996,normal,grep_8k,normal,0.996,memory_trap,inf,2000000,2,1,0,31098
1787496838997,oversize,conv3x3_4k,pages_over_limit,27.653,memory_trap,inf,2000000,3,1,0,31103
1787496838998,normal,softmax_256,normal,1.159,ok,inf,2000000,1,1,1,31104
1787496838999,normal,sha_64B_em,normal,0.711,ok,inf,2000000,1,1,2,31103
1787496839000,oversize,conv3x3_4k,pages_over_limit,13.255,memory_trap,inf,2000000,3,1,0,31103
1787496839001,normal,mul2_256,normal,0.099,ok,inf,2000000,1,1,1,31100
1787496839002,normal,softmax_256,normal,0.996,ok,inf,2000000,1,1,2,31099
1787496839003,normal,sha_64B_em,normal,1.121,ok,inf,2000000,1,1,3,31100
1787496839004,normal,grep_8k,normal,1.452,memory_trap,inf,2000000,2,1,0,31101
1787496839005,oversize,mmul_16k,pages_over_limit,26.848,memory_trap,inf,2000000,2,1,0,31097
1787496839006,oversize,conv3x3_4k,pages_over_limit,26.711,memory_trap,inf,2000000,3,1,0,31099
1787496839007,normal,sha_64B_em,normal,0.349,ok,inf,2000000,1,1,1,31098
1787496839008,oversize,mmul_16k,pages_over_limit,21.301,memory_trap,inf,2000000,2,1,0,31098
1787496839009,normal,mul2_256,normal,1.403,ok,inf,2000000,1,1,1,31101
1787496839010,oversize,sort_64k,pages_over_limit,12.408,memory_trap,inf,2000000,4,1,0,31105
1787496839011,oversize,mmul_16k,pages_over_limit,16.470,memory_trap,inf,2000000,2,1,0,31101
1787496839012,normal,grep_8k,normal,1.288,memory_trap,inf,2000000,2,1,0,31098
1787496839013,normal,mul2_256,normal,0.974,ok,inf,2000000,1,1,1,31099
1787496839014,oversize,mmul_16k,pages_over_limit,19.921,memory_trap,inf,2000000,2,1,0,31100
1787496839015,normal,sha_64B_em,normal,0.360,ok,inf,2000000,1,1,1,31099
1787496839016,normal,grep_8k,normal,0.321,memory_trap,inf,2000000,2,1,0,31102
1787496839017,normal,mul2_256,normal,0.865,ok,inf,2000000,1,1,1,31106
1787496839018,normal,softmax_256,normal,0.220,ok,inf,2000000,1,1,2,31111
1787496839019,normal,sha_64B_em,normal,1.354,ok,inf,2000000,1,1,3,31111
1787496839020,normal,grep_8k,normal,0.408,memory_trap,inf,2000000,2,1,0,31116
1787496839021,oversize,conv3x3_4k,pages_over_limit,10.277,memory_trap,inf,2000000,3,1,0,31113
1787496839022,oversize,sort_64k,pages_over_limit,28.436,memory_trap,inf,2000000,4,1,0,31118
1787496839023,normal,sha_64B_em,normal,0.500,ok,inf,2000000,1,1,1,31117
1787496839024,normal,grep_8k,normal,0.785,memory_trap,inf,2000000,2,1,0,31114
1787496839025,normal,mul2_256,normal,0.752,ok,inf,2000000,1,1,1,31117
1787496839026,oversize,mmul_16k,pages_over_limit,19.114,memory_trap,inf,2000000,2,1,0,31120
1787496839027,normal,sha_64B_em,normal,1.223,ok,inf,2000000,1,1,1,31125
1787496839028,oversize,sort_64k,pages_over_limit,12.196,memory_trap,inf,2000000,4,1,0,31125
1787496839029,normal,mul2_256,normal,1.481,ok,inf,2000000,1,1,1,31122
1787496839030,normal,softmax_256,normal,0.746,ok,inf,2000000,1,1,2,31123
1787496839031,oversize,sort_64k,pages_over_limit,19.652,memory_trap,inf,2000000,4,1,0,31120
1787496839032,normal,grep_8k,normal,0.701,memory_trap,inf,2000000,2,1,0,31125
1787496839033,normal,mul2_256,normal,1.414,ok,inf,2000000,1,1,1,31128
1787496839034,oversize,sort_64k,pages_over_limit,13.147,memory_trap,inf,2000000,4,1,0,31128
1787496839035,oversize,mmul_16k,pages_over_limit,11.502,memory_trap,inf,2000000,2,1,0,31124
1787496839036,normal,grep_8k,normal,0.228,memory_trap,inf,2000000,2,1,0,31120
1787496839037,normal,mul2_256,normal,0.935,ok,inf,2000000,1,1,1,31123
1787496839038,normal,softmax_256,normal,1.465,ok,inf,2000000,1,1,2,31120
1787496839039,normal,sha_64B_em,normal,1.370,ok,inf,2000000,1,1,3,31123
1787496839040,normal,grep_8k,normal,0.749,memory_trap,inf,2000000,2,1,0,31126
1787496839041,normal,mul2_256,normal,0.648,ok,inf,2000000,1,1,1,31126
1787496839042,normal,softmax_256,normal,0.338,ok,inf,2000000,1,1,2,31125
1787496839043,normal,sha_64B_em,normal,0.691,ok,inf,2000000,1,1,3,31121
1787496839044,oversize,mmul_16k,pages_over_limit,15.799,memory_trap,inf,2000000,2,1,0,31121
1787496839045,oversize,conv3x3_4k,pages_over_limit,20.957,memory_trap,inf,2000000,3,1,0,31124
1787496839046,normal,softmax_256,normal,0.152,ok,inf,2000000,1,1,1,31121
1787496839047,normal,sha_64B_em,normal,0.576,ok,inf,2000000,1,1,2,31122
1787496839048,normal,grep_8k,normal,1.217,memory_trap,inf,2000000,2,1,0,31126
1787496839049,normal,mul2_256,normal,1.412,ok,inf,2000000,1,1,1,31124
1787496839050,normal,softmax_256,normal,0.207,ok,inf,2000000,1,1,2,31128
1787496839051,normal,sha_64B_em,normal,0.893,ok,inf,2000000,1,1,3,31127
1787496839052,oversize,sort_64k,pages_over_limit,24.197,memory_trap,inf,2000000,4,1,0,31132
1787496839053,normal,mul2_256,normal,0.132,ok,inf,2000000,1,1,1,31129
1787496839054,normal,softmax_256,normal,0.473,ok,inf,2000000,1,1,2,31134
1787496839055,normal,sha_64B_em,normal,1.260,ok,inf,2000000,1,1,3,31139
1787496839056,oversize,mmul_16k,pages_over_limit,27.778,memory_trap,inf,2000000,2,1,0,31142
1787496839057,normal,mul2_256,normal,1.337,ok,inf,2000000,1,1,1,31138
1787496839058,normal,softmax_256,normal,1.407,ok,inf,2000000,1,1,2,31137
1787496839059,normal,sha_64B_em,normal,0.433,ok,inf,2000000,1,1,3,31135
1787496839060,normal,grep_8k,normal,0.843,memory_trap,inf,2000000,2,1,0,31139
1787496839061,normal,mul2_256,normal,1.135,ok,inf,2000000,1,1,1,31137
1787496839062,normal,softmax_256,normal,0.557,ok,inf,2000000,1,1,2,31140
1787496839063,oversize,conv3x3_4k,pages_over_limit,10.998,memory_trap,inf,2000000,3,1,0,31139
1787496839064,oversize,sort_64k,pages_over_limit,22.346,memory_trap,inf,2000000,4,1,0,31139
1787496839065,oversize,mmul_16k,pages_over_limit,15.887,memory_trap,inf,2000000,2,1,0,31135
1787496839066,normal,softmax_256,normal,0.950,ok,inf,2000000,1,1,1,31132
1787496839067,oversize,sort_64k,pages_over_limit,28.968,memory_trap,inf,2000000,4,1,0,31136
1787496839068,normal,grep_8k,normal,1.127,memory_trap,inf,2000000,2,1,0,31136
1787496839069,oversize,conv3x3_4k,pages_over_limit,15.026,memory_trap,inf,2000000,3,1,0,31135
1787496839070,normal,softmax_256,normal,0.594,ok,inf,2000000,1,1,1,31138
1787496839071,normal,sha_64B_em,normal,1.267,ok,inf,2000000,1,1,2,31140
1787496839072,normal,grep_8k,normal,0.298,memory_trap,inf,2000000,2,1,0,31142
1787496839073,normal,mul2_256,normal,1.300,ok,inf,2000000,1,1,1,31145
1787496839074,oversize,mmul_16k,pages_over_limit,27.284,memory_trap,inf,2000000,2,1,0,31144
1787496839075,oversize,conv3x3_4k,pages_over_limit,20.608,memory_trap,inf,2000000,3,1,0,31148
1787496839076,normal,grep_8k,normal,0.669,memory_trap,inf,2000000,2,1,0,31152
1787496839077,oversize,mmul_16k,pages_over_limit,14.011,memory_trap,inf,2000000,2,1,0,31153
1787496839078,oversize,conv3x3_4k,pages_over_limit,23.258,memory_trap,inf,2000000,3,1,0,31151
1787496839079,normal,sha_64B_em,normal,0.194,ok,inf,2000000,1,1,1,31148
1787496839080,normal,grep_8k,normal,0.848,memory_trap,inf,2000000,2,1,0,31151
1787496839081,oversize,conv3x3_4k,pages_over_limit,15.782,memory_trap,inf,2000000,3,1,0,31152
1787496839082,normal,softmax_256,normal,0.749,ok,inf,2000000,1,1,1,31152
1787496839083,normal,sha_64B_em,normal,0.609,ok,inf,2000000,1,1,2,31150
1787496839084,oversize,conv3x3_4k,pages_over_limit,25.785,memory_trap,inf,2000000,3,1,0,31148
1787496839085,normal,mul2_256,normal,1.452,ok,inf,2000000,1,1,1,31145
1787496839086,normal,softmax_256,normal,0.877,ok,inf,2000000,1,1,2,31146
1787496839087,normal,sha_64B_em,normal,0.044,ok,inf,2000000,1,1,3,31147
1787496839088,normal,grep_8k,normal,0.745,memory_trap,inf,2000000,2,1,0,31149
