ts_ms,kind,op_id,trait,latency_ms,status,fuel_left,fuel_total,mem_pages_used,mem_pages_limit,ok_count_moving,rss_kb
1787493396370,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,21,42864
1787493396370,normal,fib_25,normal,3,ok,inf,inf,1,inf,22,42932
1787493396373,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,22,42988
1787493396403,mal,mem_bomb,mal,34,trap_soft_timeout,inf,inf,960,inf,22,49348
1787493396437,normal,add_1024,normal,0,ok,inf,inf,1,inf,23,49364
1787493396437,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,23,49468
1787493396467,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,23,49580
1787493396497,normal,qsort_512,normal,0,ok,inf,inf,2,inf,24,49616
1787493396498,mal,mem_bomb,mal,32,trap_soft_timeout,inf,inf,704,inf,24,49684
1787493396530,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,25,49684
1787493396530,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,25,49740
1787493396560,mal,mem_bomb,mal,33,trap_soft_timeout,inf,inf,512,inf,25,49740
1787493396593,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,768,inf,25,49740
1787493396624,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,25,49852
1787493396654,mal,mem_bomb,mal,32,trap_soft_timeout,inf,inf,576,inf,25,49884
1787493396686,mal,inf_loop_cpu,mal,32,trap_soft_timeout,inf,inf,1,inf,25,49964
1787493396718,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,1024,inf,25,49968
1787493396749,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,26,49968
1787493396749,normal,add_1024,normal,0,ok,inf,inf,1,inf,27,49968
1787493396749,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,27,50024
1787493396779,mal,stack_blow,mal,4,trap_oom_crash,inf,inf,0,inf,27,50024
1787493396783,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,27,50080
1787493396813,normal,qsort_512,normal,0,ok,inf,inf,2,inf,28,50080
1787493396813,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,29,50080
1787493396813,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,29,50080
1787493396843,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,30,50080
1787493396843,mal,mem_bomb,mal,33,trap_soft_timeout,inf,inf,640,inf,30,50080
1787493396876,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,30,50192
1787493396906,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,30,50248
1787493396936,mal,mem_bomb,mal,30,trap_soft_timeout,inf,inf,512,inf,30,50248
1787493396966,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,30,50248
1787493396996,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,31,50248
1787493396996,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,32,50248
1787493396996,mal,mem_bomb,mal,30,trap_soft_timeout,inf,inf,320,inf,32,50248
1787493397026,mal,stack_blow,mal,2,trap_oom_crash,inf,inf,0,inf,32,50252
1787493397028,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,32,50384
1787493397058,normal,fib_25,normal,3,ok,inf,inf,1,inf,33,50384
1787493397061,normal,grep_8k,normal,0,ok,inf,inf,2,inf,34,50392
1787493397061,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,768,inf,34,50392
1787493397093,normal,grep_8k,normal,0,ok,inf,inf,2,inf,35,50392
1787493397093,mal,stack_blow,mal,11,trap_oom_crash,inf,inf,0,inf,35,50392
1787493397104,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,36,50392
1787493397104,mal,mem_bomb,mal,32,trap_soft_timeout,inf,inf,704,inf,36,50392
1787493397136,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,37,50424
1787493397137,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,38,50424
1787493397137,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,39,50428
1787493397138,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,39,50504
1787493397168,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,40,50504
1787493397168,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,768,inf,40,50528
1787493397199,normal,kmeans_iter_64,normal,1,ok,inf,inf,2,inf,41,50528
1787493397200,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,42,50528
1787493397200,mal,inf_loop_cpu,mal,31,trap_soft_timeout,inf,inf,1,inf,42,50616
1787493397232,mal,inf_loop_cpu,mal,29,trap_soft_timeout,inf,inf,1,inf,42,50672
1787493397261,mal,inf_loop_cpu,mal,33,trap_soft_timeout,inf,inf,1,inf,42,50732
1787493397294,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,43,50736
1787493397294,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,44,50764
1787493397294,mal,stack_blow,mal,6,trap_oom_crash,inf,inf,0,inf,44,50768
1787493397300,normal,fib_25,normal,6,ok,inf,inf,1,inf,45,50772
1787493397306,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,46,50776
1787493397306,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,46,50784
1787493397336,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,46,50784
1787493397366,normal,mul_512,normal,0,ok,inf,inf,1,inf,47,50784
1787493397366,normal,mul_512,normal,0,ok,inf,inf,1,inf,48,50784
1787493397366,normal,qsort_512,normal,1,ok,inf,inf,2,inf,49,50784
1787493397367,mal,syscall_probe,mal,1,ok,inf,inf,1,inf,50,50796
1787493397368,mal,mem_bomb,mal,30,trap_soft_timeout,inf,inf,832,inf,50,50816
1787493397398,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,50,50828
1787493397428,mal,inf_loop_cpu,mal,31,trap_soft_timeout,inf,inf,1,inf,50,50940
1787493397460,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,51,50940
1787493397460,mal,stack_blow,mal,2,trap_oom_crash,inf,inf,0,inf,51,50940
1787493397462,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,52,50940
1787493397464,normal,conv_16_16,normal,2,ok,inf,inf,3,inf,53,50940
1787493397466,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,53,50940
1787493397470,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,53,50996
1787493397500,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,896,inf,53,51052
1787493397531,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,53,51108
1787493397561,normal,mul_512,normal,0,ok,inf,inf,1,inf,54,51108
1787493397561,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,576,inf,54,51164
1787493397592,mal,mem_bomb,mal,35,trap_soft_timeout,inf,inf,576,inf,54,51164
1787493397627,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,55,51164
1787493397627,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,55,51224
1787493397657,normal,rsort_1k,normal,4,ok,inf,inf,2,inf,56,51224
1787493397661,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,56,51224
1787493397691,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,56,51248
1787493397721,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,1088,inf,56,51312
1787493397752,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,57,51312
1787493397752,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,960,inf,57,51312
1787493397783,mal,syscall_probe,mal,0,ok,inf,inf,1,inf,58,51312
1787493397783,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,59,51312
1787493397783,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,60,51312
1787493397783,normal,fib_25,normal,2,ok,inf,inf,1,inf,61,51312
1787493397785,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,62,51312
1787493397785,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,63,51312
1787493397785,mal,stack_blow,mal,2,trap_oom_crash,inf,inf,0,inf,63,51312
1787493397787,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,64,51340
1787493397787,normal,grep_8k,normal,0,ok,inf,inf,2,inf,65,51340
1787493397788,mal,mem_bomb,mal,35,trap_soft_timeout,inf,inf,576,inf,65,51332
1787493397824,normal,grep_8k,normal,0,ok,inf,inf,2,inf,66,51332
1787493397825,mal,mem_bomb,mal,33,trap_soft_timeout,inf,inf,384,inf,66,51340
1787493397858,normal,fib_25,normal,17,ok,inf,inf,1,inf,67,51340
1787493397875,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,68,51340
1787493397875,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,576,inf,68,51340
1787493397906,mal,mem_bomb,mal,34,trap_soft_timeout,inf,inf,576,inf,68,51228
1787493397940,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,69,51228
1787493397940,mal,mem_bomb,mal,35,trap_soft_timeout,inf,inf,576,inf,69,51228
1787493397975,mal,inf_loop_cpu,mal,33,trap_soft_timeout,inf,inf,1,inf,69,51228
1787493398008,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,69,51228
1787493398038,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,69,51228
1787493398068,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,70,51228
1787493398068,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,71,51228
1787493398068,normal,qsort_512,normal,0,ok,inf,inf,2,inf,72,51228
1787493398068,normal,add_1024,normal,0,ok,inf,inf,1,inf,73,51228
1787493398068,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,73,51228
1787493398071,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,73,51228
1787493398074,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,74,51228
1787493398074,normal,grep_8k,normal,0,ok,inf,inf,2,inf,75,51228
1787493398074,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,75,51228
1787493398104,normal,add_1024,normal,0,ok,inf,inf,1,inf,76,51228
1787493398104,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,76,51228
1787493398134,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,77,51228
1787493398134,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,78,51228
1787493398134,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,79,51228
1787493398134,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,80,51228
1787493398134,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,80,51260
1787493398164,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,81,51260
1787493398164,mal,mem_bomb,mal,30,trap_soft_timeout,inf,inf,1024,inf,81,51324
1787493398194,normal,rsort_1k,normal,4,ok,inf,inf,2,inf,82,51324
1787493398198,normal,qsort_512,normal,0,ok,inf,inf,2,inf,83,51360
1787493398198,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,84,51364
1787493398198,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,84,51440
1787493398228,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,84,51440
1787493398258,normal,mul_512,normal,0,ok,inf,inf,1,inf,85,51440
1787493398258,normal,fib_25,normal,5,ok,inf,inf,1,inf,86,51440
1787493398263,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,87,51440
1787493398264,mal,mem_bomb,mal,32,trap_soft_timeout,inf,inf,768,inf,87,51504
1787493398296,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,87,51528
1787493398326,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,88,51560
1787493398326,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,88,51560
1787493398356,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,88,51560
1787493398386,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,89,51560
1787493398386,normal,qsort_512,normal,0,ok,inf,inf,2,inf,90,51560
1787493398386,mal,syscall_probe,mal,0,ok,inf,inf,1,inf,91,51560
1787493398386,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,92,51560
1787493398386,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,92,51608
1787493398416,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,92,51664
1787493398446,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,92,51776
1787493398476,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,93,51776
1787493398476,mal,inf_loop_cpu,mal,32,trap_soft_timeout,inf,inf,1,inf,93,51888
1787493398508,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,94,51888
1787493398508,mal,inf_loop_cpu,mal,39,trap_soft_timeout,inf,inf,1,inf,94,52000
1787493398548,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,94,52056
1787493398578,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,95,52056
1787493398578,mal,syscall_probe,mal,0,ok,inf,inf,1,inf,96,52056
1787493398578,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,97,52056
1787493398578,mal,syscall_probe,mal,0,ok,inf,inf,1,inf,98,52056
1787493398578,mal,mem_bomb,mal,30,trap_soft_timeout,inf,inf,512,inf,98,52056
1787493398608,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,99,52056
1787493398608,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,99,52056
1787493398638,normal,rsort_1k,normal,2,ok,inf,inf,2,inf,100,52120
1787493398641,normal,qsort_512,normal,0,ok,inf,inf,2,inf,101,52120
1787493398641,normal,fib_25,normal,3,ok,inf,inf,1,inf,102,52120
1787493398644,normal,add_1024,normal,0,ok,inf,inf,1,inf,103,52120
1787493398644,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,103,52120
1787493398674,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,103,52120
1787493398704,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,103,52120
1787493398734,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,103,52120
1787493398764,mal,mem_bomb,mal,30,trap_soft_timeout,inf,inf,1088,inf,103,52136
1787493398794,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,104,52136
1787493398794,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,104,52136
1787493398797,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,104,52136
1787493398827,mal,inf_loop_cpu,mal,31,trap_soft_timeout,inf,inf,1,inf,104,52136
1787493398858,normal,add_1024,normal,0,ok,inf,inf,1,inf,105,52136
1787493398858,mal,inf_loop_cpu,mal,32,trap_soft_timeout,inf,inf,1,inf,105,52136
1787493398890,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,105,52136
1787493398920,mal,mem_bomb,mal,37,trap_soft_timeout,inf,inf,704,inf,105,52136
1787493398957,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,768,inf,105,52136
1787493398989,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,106,52136
1787493398989,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,107,52136
1787493398989,mal,syscall_probe,mal,0,ok,inf,inf,1,inf,108,52136
1787493398989,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,109,52136
1787493398989,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,109,52136
1787493399019,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,110,52136
1787493399019,normal,qsort_512,normal,0,ok,inf,inf,2,inf,111,52136
1787493399019,normal,rsort_1k,normal,1,ok,inf,inf,2,inf,112,52136
1787493399020,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,112,52136
1787493399050,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,113,52136
1787493399050,normal,mul_512,normal,0,ok,inf,inf,1,inf,114,52136
1787493399050,normal,fib_25,normal,2,ok,inf,inf,1,inf,115,52136
1787493399052,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,116,52136
1787493399052,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,117,52136
1787493399052,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,117,52136
1787493399055,normal,grep_8k,normal,0,ok,inf,inf,2,inf,118,52136
1787493399055,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,119,52136
1787493399055,mal,mem_bomb,mal,32,trap_soft_timeout,inf,inf,896,inf,119,52200
1787493399087,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,120,52200
1787493399087,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,120,52200
1787493399117,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,120,52200
1787493399120,normal,mul_512,normal,0,ok,inf,inf,1,inf,121,52200
1787493399120,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,122,52200
1787493399120,normal,grep_8k,normal,0,ok,inf,inf,2,inf,123,52200
1787493399120,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,123,52200
1787493399150,normal,rsort_1k,normal,3,ok,inf,inf,2,inf,124,52200
1787493399153,mal,mem_bomb,mal,36,trap_soft_timeout,inf,inf,704,inf,124,52264
1787493399189,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,124,52264
1787493399192,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,125,52264
1787493399192,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,125,52264
1787493399222,mal,stack_blow,mal,9,trap_oom_crash,inf,inf,0,inf,125,52264
1787493399231,normal,rsort_1k,normal,3,ok,inf,inf,2,inf,126,52264
1787493399234,mal,mem_bomb,mal,30,trap_soft_timeout,inf,inf,512,inf,126,52328
1787493399264,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,127,52328
1787493399264,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,127,52440
1787493399294,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,127,52496
1787493399324,normal,rsort_1k,normal,16,ok,inf,inf,2,inf,128,52540
1787493399340,mal,stack_blow,mal,2,trap_oom_crash,inf,inf,0,inf,128,52540
1787493399342,normal,add_1024,normal,0,ok,inf,inf,1,inf,129,52540
1787493399342,normal,qsort_512,normal,1,ok,inf,inf,2,inf,130,52540
1787493399343,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,130,52540
1787493399373,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,130,52540
1787493399376,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,131,52540
1787493399376,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,131,52540
1787493399406,normal,grep_8k,normal,0,ok,inf,inf,2,inf,132,52540
1787493399406,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,133,52540
1787493399406,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,133,52540
1787493399436,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,134,52540
1787493399436,mal,stack_blow,mal,4,trap_oom_crash,inf,inf,0,inf,134,52540
1787493399441,mal,stack_blow,mal,2,trap_oom_crash,inf,inf,0,inf,134,52540
1787493399443,normal,kmeans_iter_64,normal,1,ok,inf,inf,2,inf,135,52540
1787493399444,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,135,52540
1787493399474,mal,stack_blow,mal,4,trap_oom_crash,inf,inf,0,inf,135,52540
1787493399478,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,135,52540
1787493399508,normal,fib_25,normal,5,ok,inf,inf,1,inf,136,52540
1787493399514,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,137,52540
1787493399514,normal,fib_25,normal,1,ok,inf,inf,1,inf,138,52540
1787493399516,normal,grep_8k,normal,0,ok,inf,inf,2,inf,139,52540
1787493399516,mal,mem_bomb,mal,33,trap_soft_timeout,inf,inf,704,inf,139,52608
1787493399549,normal,rsort_1k,normal,2,ok,inf,inf,2,inf,140,52608
1787493399551,normal,rsort_1k,normal,2,ok,inf,inf,2,inf,141,52672
1787493399553,mal,mem_bomb,mal,32,trap_soft_timeout,inf,inf,640,inf,141,52672
1787493399585,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,142,52672
1787493399585,mal,mem_bomb,mal,37,trap_soft_timeout,inf,inf,320,inf,142,52672
1787493399622,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,142,52672
1787493399652,mal,mem_bomb,mal,34,trap_soft_timeout,inf,inf,448,inf,142,52672
1787493399686,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,143,52672
1787493399686,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,143,52672
1787493399716,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,143,52720
1787493399746,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,143,52720
1787493399776,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,144,52720
1787493399776,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,145,52720
1787493399776,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,832,inf,145,52792
1787493399808,normal,kmeans_iter_64,normal,0,ok,inf,inf,2,inf,146,52792
1787493399808,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,146,52792
1787493399838,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,147,52792
1787493399838,mal,mem_bomb,mal,31,trap_soft_timeout,inf,inf,448,inf,147,52792
1787493399869,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,148,52792
1787493399869,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,148,52792
1787493399899,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,148,52792
1787493399929,normal,rsort_1k,normal,2,ok,inf,inf,2,inf,149,52792
1787493399931,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,150,52792
1787493399931,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,150,52792
1787493399961,normal,mat_8x8,normal,0,ok,inf,inf,1,inf,151,52792
1787493399961,mal,stack_blow,mal,4,trap_oom_crash,inf,inf,0,inf,151,52792
1787493399965,normal,add_1024,normal,0,ok,inf,inf,1,inf,152,52792
1787493399965,normal,mul_512,normal,0,ok,inf,inf,1,inf,153,52792
1787493399965,normal,conv_16_16,normal,0,ok,inf,inf,3,inf,154,52792
1787493399965,normal,rsort_1k,normal,3,ok,inf,inf,2,inf,155,52812
1787493399969,normal,mul_512,normal,0,ok,inf,inf,1,inf,156,52812
1787493399969,normal,conv_16_16,normal,1,ok,inf,inf,3,inf,157,52812
1787493399970,normal,add_1024,normal,0,ok,inf,inf,1,inf,158,52812
1787493399970,normal,mul_512,normal,1,ok,inf,inf,1,inf,159,52812
1787493399971,mal,stack_blow,mal,9,trap_oom_crash,inf,inf,0,inf,159,52812
1787493399980,mal,stack_blow,mal,3,trap_oom_crash,inf,inf,0,inf,159,52812
1787493399983,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,159,52812
1787493400013,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,159,52812
1787493400043,normal,sha_64B_em,normal,0,ok,inf,inf,1,inf,160,52812
1787493400043,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,160,52812
1787493400073,normal,grep_8k,normal,0,ok,inf,inf,2,inf,161,52812
1787493400073,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,161,52812
1787493400103,normal,sum_u64_16k,normal,0,ok,inf,inf,4,inf,162,52812
1787493400103,normal,sqrt_1k,normal,0,ok,inf,inf,1,inf,163,52812
1787493400103,mal,inf_loop_cpu,mal,30,trap_soft_timeout,inf,inf,1,inf,163,52812
1787493400133,normal,mul_512,normal,0,ok,inf,inf,1,inf,164,52812
